WWR-EW,WWR-NS,ShadeType,SHGC,VLT,U-value,ExWall,Ventilation,EUI (kWh/m2),ELECp (W/m2),Daylight Autonomy,Excessive Daylight,EUI Saved(-)Wasted(+),REF_ELECp,REF_DA,REF_ExcDA,OT26% - L5-Student-Com-NE,OT26% - L5-Studio-SW,OT26% - L5-Studio-SE,OT26% - L5-Studio-NW,img
45,45,2,0.45,0.53,3.5,2.8,0,18.14,15.38,24.86,0.4,-2.37,-21.77,-10.06,-73.15,1.3,5.09,4.82,4.84,option_325.png
25,25,0,0.25,0.33,2.5,1,1,12.86,18.99,13.75,0.9,-30.79,-3.41,-50.25,-39.60,1.07,7.26,6.55,7.83,option_326.png
35,25,0,0.25,0.33,2.5,1,1,14.28,18.16,21.7,1.26,-23.14,-7.63,-21.49,-15.44,2.12,8.41,7.51,8.89,option_327.png
45,25,0,0.25,0.33,2.5,1,1,15.21,17.73,29.96,1.64,-18.14,-9.82,8.39,10.07,2.88,8.48,7.97,9.11,option_328.png
25,35,0,0.25,0.33,2.5,1,1,13.02,19.17,15.12,0.93,-29.92,-2.49,-45.30,-37.58,1.16,7.51,6.59,8.04,option_329.png
35,35,0,0.25,0.33,2.5,1,1,14.38,18.29,23.03,1.29,-22.60,-6.97,-16.68,-13.42,2.12,8.24,7.27,8.92,option_330.png
45,35,0,0.25,0.33,2.5,1,1,15.34,20.55,30.95,1.66,-17.44,4.53,11.98,11.41,2.97,8.49,8.09,9.08,option_331.png
25,45,0,0.25,0.33,2.5,1,1,12.93,17.04,16.16,0.96,-30.41,-13.33,-41.53,-35.57,1.24,6.47,5.95,8.32,option_332.png
35,45,0,0.25,0.33,2.5,1,1,14.38,18.35,24.03,1.33,-22.60,-6.66,-13.06,-10.74,2.2,8.18,7.31,8.88,option_333.png
45,45,0,0.25,0.33,2.5,1,1,15.56,20.23,31.92,1.7,-16.25,2.90,15.48,14.09,3.05,8.3,7.59,9.01,option_334.png
25,25,1,0.25,0.33,2.5,1,1,12.09,15.61,7.99,0.38,-34.93,-20.60,-71.09,-74.50,0.66,5.3,5.62,7.28,option_335.png
35,25,1,0.25,0.33,2.5,1,1,12.83,18.91,13.16,0.46,-30.95,-3.81,-52.39,-69.13,1.18,4.81,5.22,5.16,option_336.png
45,25,1,0.25,0.33,2.5,1,1,14.01,17.47,20.57,0.55,-24.60,-11.14,-25.58,-63.09,1.69,5.65,5.43,6.84,option_337.png
25,35,1,0.25,0.33,2.5,1,1,12.05,15.14,9.43,0.41,-35.15,-22.99,-65.88,-72.48,0.74,5.21,5.46,7.32,option_338.png
35,35,1,0.25,0.33,2.5,1,1,12.99,18.64,14.69,0.49,-30.09,-5.19,-46.85,-67.11,1.24,5.02,5.27,5.67,option_339.png
45,35,1,0.25,0.33,2.5,1,1,14.07,17.58,21.89,0.58,-24.27,-10.58,-20.80,-61.07,1.78,5.82,5.51,6.69,option_340.png
25,45,1,0.25,0.33,2.5,1,1,12.1,15.76,10.74,0.44,-34.88,-19.84,-61.14,-70.47,0.86,5.15,5.18,7.13,option_341.png
35,45,1,0.25,0.33,2.5,1,1,13.03,18.57,15.89,0.52,-29.87,-5.54,-42.51,-65.10,1.31,5.02,5.16,5.57,option_342.png
45,45,1,0.25,0.33,2.5,1,1,14.1,18.31,22.91,0.61,-24.11,-6.87,-17.11,-59.06,1.86,5.4,5.42,6.61,option_343.png
25,25,2,0.25,0.33,2.5,1,1,10.82,14.25,7.12,0.07,-41.77,-27.52,-74.24,-95.30,0.08,3.46,3.41,3.62,option_344.png
35,25,2,0.25,0.33,2.5,1,1,11.16,15.04,10.36,0.08,-39.94,-23.50,-62.52,-94.63,0.18,3.03,3.18,3.09,option_345.png
45,25,2,0.25,0.33,2.5,1,1,12.57,13.89,13.66,0.1,-32.35,-29.35,-50.58,-93.29,0.32,2.79,3.09,2.85,option_346.png
25,35,2,0.25,0.33,2.5,1,1,10.68,14.32,7.64,0.07,-42.52,-27.16,-72.36,-95.30,0.09,3.29,3.26,3.42,option_347.png
35,35,2,0.25,0.33,2.5,1,1,11.13,14.67,10.87,0.09,-40.10,-25.38,-60.67,-93.96,0.24,2.85,3.05,2.9,option_348.png
45,35,2,0.25,0.33,2.5,1,1,12.13,14.35,14.19,0.11,-34.71,-27.01,-48.66,-92.62,0.33,2.64,2.95,2.71,option_349.png
25,45,2,0.25,0.33,2.5,1,1,10.78,14.91,8.1,0.07,-41.98,-24.16,-70.69,-95.30,0.14,2.98,3.26,3.21,option_350.png
35,45,2,0.25,0.33,2.5,1,1,11.15,14.73,11.39,0.09,-39.99,-25.08,-58.79,-93.96,0.27,2.76,2.9,2.89,option_351.png
45,45,2,0.25,0.33,2.5,1,1,12.09,14.46,14.68,0.11,-34.93,-26.45,-46.89,-92.62,0.34,2.68,2.84,2.74,option_352.png
25,25,0,0.35,0.43,2.5,1,1,14.68,17.49,20.93,1.27,-20.99,-11.04,-24.28,-14.77,2.66,9.6,9.81,11.18,option_353.png
35,25,0,0.35,0.43,2.5,1,1,16.05,20.13,31.41,1.76,-13.62,2.39,13.64,18.12,4.08,10.82,10.05,11.84,option_354.png
45,25,0,0.35,0.43,2.5,1,1,17.58,21.55,40.16,2.27,-5.38,9.61,45.30,52.35,5.89,11.83,11.53,13.2,option_355.png
25,35,0,0.35,0.43,2.5,1,1,14.71,18.2,22.28,1.31,-20.83,-7.43,-19.39,-12.08,2.8,9.24,9.06,11.06,option_356.png
35,35,0,0.35,0.43,2.5,1,1,15.9,20.31,32.55,1.8,-14.42,3.31,17.76,20.81,4.28,10.53,9.78,11.72,option_357.png
45,35,0,0.35,0.43,2.5,1,1,17.93,20.57,40.95,2.32,-3.50,4.63,48.15,55.70,6.13,11.15,11.51,13.47,option_358.png
25,45,0,0.35,0.43,2.5,1,1,14.69,18,23.34,1.35,-20.94,-8.44,-15.56,-9.40,3.01,8.98,9.21,10.94,option_359.png
35,45,0,0.35,0.43,2.5,1,1,16.09,18.78,33.55,1.85,-13.40,-4.48,21.38,24.16,4.5,10.53,10.03,11.82,option_360.png
45,45,0,0.35,0.43,2.5,1,1,17.74,21.91,41.75,2.37,-4.52,11.44,51.05,59.06,6.51,11.72,11.47,13.7,option_361.png
25,25,1,0.35,0.43,2.5,1,1,12.95,18.8,13.4,0.61,-30.30,-4.37,-51.52,-59.06,1.59,7.23,6.79,8.07,option_362.png
35,25,1,0.35,0.43,2.5,1,1,13.99,17.32,22.8,0.74,-24.70,-11.90,-17.51,-50.34,2.52,8.38,7.58,8.84,option_363.png
45,25,1,0.35,0.43,2.5,1,1,15.4,19.32,31.55,0.88,-17.12,-1.73,14.15,-40.94,3.46,8.4,8.62,8.97,option_364.png
25,35,1,0.35,0.43,2.5,1,1,13.15,18.35,15.3,0.64,-29.22,-6.66,-44.65,-57.05,1.77,7.57,7.27,9.46,option_365.png
35,35,1,0.35,0.43,2.5,1,1,14.19,17.36,24.37,0.78,-23.63,-11.70,-11.83,-47.65,2.67,8.21,7.92,9.17,option_366.png
45,35,1,0.35,0.43,2.5,1,1,15.33,18.75,32.85,0.92,-17.49,-4.63,18.85,-38.26,3.68,8.29,8.55,8.94,option_367.png
25,45,1,0.35,0.43,2.5,1,1,13.12,18.73,16.41,0.69,-29.39,-4.73,-40.63,-53.69,1.85,7.01,6.88,8.84,option_368.png
35,45,1,0.35,0.43,2.5,1,1,14.19,17.29,25.48,0.82,-23.63,-12.05,-7.81,-44.97,2.81,8.18,7.65,9.42,option_369.png
45,45,1,0.35,0.43,2.5,1,1,16.83,19.8,33.75,0.97,-9.42,0.71,22.11,-34.90,3.84,8.13,8.32,8.95,option_370.png
25,25,2,0.35,0.43,2.5,1,1,10.8,15.33,10.06,0.1,-41.87,-22.02,-63.60,-93.29,0.16,3.79,3.78,3.84,option_371.png
35,25,2,0.35,0.43,2.5,1,1,11.3,15.26,14.33,0.13,-39.18,-22.38,-48.15,-91.28,0.33,3.44,3.6,3.48,option_372.png
45,25,2,0.35,0.43,2.5,1,1,12.7,15.54,18.58,0.16,-31.65,-20.96,-32.78,-89.26,0.4,3.26,3.64,3.37,option_373.png
25,35,2,0.35,0.43,2.5,1,1,11.05,14.77,10.69,0.1,-40.53,-24.87,-61.32,-93.29,0.21,3.81,3.88,3.85,option_374.png
35,35,2,0.35,0.43,2.5,1,1,11.78,14.85,15.06,0.14,-36.60,-24.47,-45.51,-90.60,0.35,3.37,3.78,3.41,option_375.png
45,35,2,0.35,0.43,2.5,1,1,12.21,15.11,19.28,0.17,-34.28,-23.14,-30.25,-88.59,0.42,3.16,3.42,3.17,option_376.png
25,45,2,0.35,0.43,2.5,1,1,11.07,14.87,11.35,0.1,-40.42,-24.36,-58.94,-93.29,0.29,3.49,3.72,3.64,option_377.png
35,45,2,0.35,0.43,2.5,1,1,11.36,15.24,15.65,0.14,-38.86,-22.48,-43.38,-90.60,0.39,3.24,3.44,3.28,option_378.png
45,45,2,0.35,0.43,2.5,1,1,12.28,14.76,19.96,0.17,-33.91,-24.92,-27.79,-88.59,0.43,3.41,3.38,3.41,option_379.png
25,25,0,0.45,0.53,2.5,1,1,16.04,18.4,28.3,1.52,-13.67,-6.41,2.39,2.01,4.26,11.27,11.95,13.37,option_380.png
35,25,0,0.45,0.53,2.5,1,1,18.14,19.46,39.5,2.11,-2.37,-1.02,42.91,41.61,6.91,14.42,13.49,15.51,option_381.png
45,25,0,0.45,0.53,2.5,1,1,20.32,22.13,48.3,2.73,9.36,12.56,74.75,83.22,10.97,16.95,16.45,18.84,option_382.png
25,35,0,0.45,0.53,2.5,1,1,16.15,18.58,29.52,1.58,-13.08,-5.49,6.80,6.04,4.44,11.13,11.62,13.79,option_383.png
35,35,0,0.45,0.53,2.5,1,1,18.29,21.69,40.52,2.16,-1.56,10.33,46.60,44.97,7.53,14.28,13.44,16.1,option_384.png
45,35,0,0.45,0.53,2.5,1,1,20.43,22.38,49.29,2.78,9.96,13.84,78.33,86.58,11.66,17.05,16.46,19.61,option_385.png
25,45,0,0.45,0.53,2.5,1,1,16.4,18.85,30.7,1.63,-11.73,-4.12,11.07,9.40,4.89,11.45,11.7,14.22,option_386.png
35,45,0,0.45,0.53,2.5,1,1,18.5,20.82,41.42,2.21,-0.43,5.90,49.86,48.32,8.14,14.81,13.79,16.96,option_387.png
45,45,0,0.45,0.53,2.5,1,1,21.36,23.4,49.87,2.84,14.96,19.02,80.43,90.60,12.39,17.29,16.23,20.53,option_388.png
25,25,1,0.45,0.53,2.5,1,1,14.23,18.54,20.59,0.77,-23.41,-5.70,-25.51,-48.32,2.97,8.81,9.14,10.73,option_389.png
35,25,1,0.45,0.53,2.5,1,1,15.63,17.89,31.58,0.94,-15.88,-9.00,14.25,-36.91,4.06,9.98,9.91,11.26,option_392.png
45,25,1,0.45,0.53,2.5,1,1,16.81,22.17,40.62,1.13,-9.53,12.77,46.96,-24.16,5.5,9.92,10.62,11.52,option_393.png
25,35,1,0.45,0.53,2.5,1,1,14.41,18.11,22.28,0.82,-22.44,-7.88,-19.39,-44.97,3.3,8.92,9.22,11,option_394.png
35,35,1,0.45,0.53,2.5,1,1,15.69,18.08,32.88,0.99,-15.55,-8.04,18.96,-33.56,4.26,9.98,9.62,11.43,option_395.png
45,35,1,0.45,0.53,2.5,1,1,16.77,22.62,41.82,1.18,-9.74,15.06,51.30,-20.81,5.98,9.68,10.39,11.71,option_396.png
25,45,1,0.45,0.53,2.5,1,1,14.65,17.85,23.54,0.87,-21.15,-9.21,-14.83,-41.61,3.5,9.03,9.47,11.06,option_397.png
35,45,1,0.45,0.53,2.5,1,1,15.77,18.28,33.98,1.05,-15.12,-7.02,22.94,-29.53,4.61,10.01,9.6,11.62,option_398.png
45,45,1,0.45,0.53,2.5,1,1,17.02,20.49,42.73,1.23,-8.40,4.22,54.59,-17.45,6.46,10.46,10.74,12.23,option_399.png
25,25,2,0.45,0.53,2.5,1,1,11.17,14.84,12.9,0.19,-39.88,-24.52,-53.33,-87.25,0.31,4.25,4.37,4.35,option_400.png
35,25,2,0.45,0.53,2.5,1,1,11.97,15.02,18.25,0.28,-35.58,-23.60,-33.97,-81.21,0.42,4.13,4.14,4.19,option_401.png
45,25,2,0.45,0.53,2.5,1,1,12.51,14.28,23.26,0.38,-32.67,-27.37,-15.85,-74.50,0.5,4.69,4.14,4.81,option_402.png
25,35,2,0.45,0.53,2.5,1,1,11.18,15.76,13.69,0.2,-39.83,-19.84,-50.47,-86.58,0.34,4.18,4.2,4.26,option_403.png
35,35,2,0.45,0.53,2.5,1,1,11.69,14.77,18.99,0.29,-37.08,-24.87,-31.30,-80.54,0.43,3.86,3.92,4.6,option_404.png
45,35,2,0.45,0.53,2.5,1,1,12.84,14.58,24.1,0.39,-30.89,-25.84,-12.81,-73.83,0.51,4.63,4.11,4.68,option_405.png
25,45,2,0.45,0.53,2.5,1,1,11.2,14.8,14.41,0.21,-39.72,-24.72,-47.87,-85.91,0.39,4.17,4.12,4.13,option_406.png
35,45,2,0.45,0.53,2.5,1,1,12.41,14.78,19.79,0.29,-33.21,-24.82,-28.40,-80.54,0.45,3.89,4.04,4.01,option_407.png
45,45,2,0.45,0.53,2.5,1,1,13.18,13.52,24.71,0.4,-29.06,-31.23,-10.60,-73.15,0.55,4.38,4.05,4.45,option_408.png
25,25,0,0.25,0.33,3.5,1,1,12.62,18.57,13.73,0.9,-32.08,-5.54,-50.33,-39.60,0.97,5.71,5.91,6.74,option_409.png
35,25,0,0.25,0.33,3.5,1,1,13.88,18.66,21.75,1.26,-25.30,-5.09,-21.31,-15.44,1.78,6.68,6.34,7.58,option_410.png
45,25,0,0.25,0.33,3.5,1,1,14.74,21.48,30.01,1.64,-20.67,9.26,8.57,10.07,2.63,5.72,6.44,7.76,option_411.png
25,35,0,0.25,0.33,3.5,1,1,12.41,18.44,15.12,0.93,-33.21,-6.21,-45.30,-37.58,1.07,5.3,5.57,5.96,option_412.png
35,35,0,0.25,0.33,3.5,1,1,13.82,18.69,23.03,1.29,-25.62,-4.93,-16.68,-13.42,1.8,6.53,5.92,7.56,option_413.png
45,35,0,0.25,0.33,3.5,1,1,14.91,20.03,30.98,1.66,-19.75,1.88,12.08,11.41,2.67,5.53,6.31,7.69,option_414.png
25,45,0,0.25,0.33,3.5,1,1,12.55,18.92,16.21,0.97,-32.45,-3.76,-41.35,-34.90,1.13,5.15,5.5,5.8,option_415.png
35,45,0,0.25,0.33,3.5,1,1,13.68,17.69,23.95,1.32,-26.37,-10.02,-13.35,-11.41,1.87,6.19,5.74,7.31,option_416.png
45,45,0,0.25,0.33,3.5,1,1,14.97,20.07,31.8,1.7,-19.43,2.09,15.05,14.09,2.72,5.26,5.95,7.21,option_417.png
25,25,1,0.25,0.33,3.5,1,1,11.44,16.44,8.01,0.39,-38.43,-16.38,-71.02,-73.83,0.68,4.2,4.22,5.3,option_418.png
35,25,1,0.25,0.33,3.5,1,1,12.22,19.22,13.15,0.47,-34.23,-2.24,-52.42,-68.46,1.12,4.01,4.36,4.24,option_419.png
45,25,1,0.25,0.33,3.5,1,1,13.65,16.6,20.46,0.55,-26.53,-15.56,-25.98,-63.09,1.47,4.51,4.62,5.05,option_420.png
25,35,1,0.25,0.33,3.5,1,1,11.64,15.96,9.43,0.41,-37.35,-18.82,-65.88,-72.48,0.79,4.14,4.01,5.4,option_421.png
35,35,1,0.25,0.33,3.5,1,1,12.4,17.33,14.67,0.48,-33.26,-11.85,-46.92,-67.79,1.16,4.02,4.34,4.28,option_422.png
45,35,1,0.25,0.33,3.5,1,1,13.59,18.26,21.84,0.58,-26.86,-7.12,-20.98,-61.07,1.52,4.3,4.46,5.02,option_423.png
25,45,1,0.25,0.33,3.5,1,1,11.62,15.4,10.79,0.44,-37.46,-21.67,-60.96,-70.47,0.81,3.94,4,5.56,option_424.png
35,45,1,0.25,0.33,3.5,1,1,12.5,19.36,15.87,0.52,-32.72,-1.53,-42.58,-65.10,1.22,3.96,4.29,4.2,option_425.png
45,45,1,0.25,0.33,3.5,1,1,13.76,19.08,22.95,0.61,-25.94,-2.95,-16.97,-59.06,1.58,4.2,4.45,4.69,option_426.png
25,25,2,0.25,0.33,3.5,1,1,10.41,14.22,7.11,0.07,-43.97,-27.67,-74.28,-95.30,0.17,2.96,2.92,3.09,option_427.png
35,25,2,0.25,0.33,3.5,1,1,11.03,14.98,10.32,0.08,-40.64,-23.80,-62.66,-94.63,0.33,2.61,2.84,2.66,option_428.png
45,25,2,0.25,0.33,3.5,1,1,12.39,15.72,13.67,0.1,-33.32,-20.04,-50.54,-93.29,0.4,2.53,2.79,2.55,option_429.png
25,35,2,0.25,0.33,3.5,1,1,10.44,13.99,7.64,0.07,-43.81,-28.84,-72.36,-95.30,0.23,2.91,2.84,2.96,option_430.png
35,35,2,0.25,0.33,3.5,1,1,11.09,15.05,10.88,0.09,-40.31,-23.45,-60.64,-93.96,0.33,2.5,2.71,2.61,option_431.png
45,35,2,0.25,0.33,3.5,1,1,12.08,13.75,14.22,0.11,-34.98,-30.06,-48.55,-92.62,0.37,2.4,2.6,2.42,option_432.png
25,45,2,0.25,0.33,3.5,1,1,10.52,15.51,8.09,0.07,-43.38,-21.11,-70.73,-95.30,0.27,2.8,2.81,2.85,option_433.png
35,45,2,0.25,0.33,3.5,1,1,11.2,15.11,11.43,0.09,-39.72,-23.14,-58.65,-93.96,0.34,2.53,2.71,2.56,option_434.png
45,45,2,0.25,0.33,3.5,1,1,12.21,15.31,14.76,0.11,-34.28,-22.13,-46.60,-92.62,0.38,2.36,2.48,2.43,option_435.png
25,25,0,0.35,0.43,3.5,1,1,14.06,17.78,20.93,1.26,-24.33,-9.56,-24.28,-15.44,2.39,8.29,8.62,9.65,option_436.png
35,25,0,0.35,0.43,3.5,1,1,15.25,20.55,31.54,1.76,-17.92,4.53,14.11,18.12,3.68,9.44,8.82,10.15,option_437.png
45,25,0,0.35,0.43,3.5,1,1,17.19,20.31,40.14,2.27,-7.48,3.31,45.22,52.35,5.3,10.09,9.65,10.3,option_438.png
25,35,0,0.35,0.43,3.5,1,1,14.06,17.84,22.24,1.31,-24.33,-9.26,-19.54,-12.08,2.41,7.99,8.4,9.69,option_439.png
35,35,0,0.35,0.43,3.5,1,1,15.21,21.69,32.59,1.8,-18.14,10.33,17.91,20.81,3.95,8.57,8.12,9.75,option_440.png
45,35,0,0.35,0.43,3.5,1,1,17.13,22.71,40.93,2.32,-7.80,15.51,48.08,55.70,5.61,10.31,9.74,10.84,option_441.png
25,45,0,0.35,0.43,3.5,1,1,14.09,18.42,23.36,1.35,-24.17,-6.31,-15.48,-9.40,2.47,7.11,7.73,9.58,option_442.png
35,45,0,0.35,0.43,3.5,1,1,15.57,19.86,33.45,1.85,-16.20,1.02,21.02,24.16,4.24,8.42,8.23,10.43,option_443.png
45,45,0,0.35,0.43,3.5,1,1,17.47,23.07,41.81,2.36,-5.97,17.34,51.27,58.39,5.98,9.93,9.42,10.96,option_444.png
25,25,1,0.35,0.43,3.5,1,1,12.56,19.31,13.51,0.61,-32.40,-1.78,-51.12,-59.06,1.47,5.89,6.06,6.58,option_445.png
35,25,1,0.35,0.43,3.5,1,1,14.32,17.84,22.77,0.74,-22.93,-9.26,-17.62,-50.34,2.23,6.96,6.62,7.92,option_446.png
45,25,1,0.35,0.43,3.5,1,1,14.64,21.36,31.77,0.88,-21.21,8.65,14.94,-40.94,2.92,5.99,6.5,7.79,option_447.png
25,35,1,0.35,0.43,3.5,1,1,12.58,19.42,15.12,0.64,-32.29,-1.22,-45.30,-57.05,1.66,5.89,6.05,6.64,option_448.png
35,35,1,0.35,0.43,3.5,1,1,13.76,17.69,24.3,0.78,-25.94,-10.02,-12.08,-47.65,2.23,6.7,6.48,7.8,option_449.png
45,35,1,0.35,0.43,3.5,1,1,15.12,21.22,32.76,0.92,-18.62,7.93,18.52,-38.26,3.13,5.51,6.44,7.29,option_450.png
25,45,1,0.35,0.43,3.5,1,1,12.83,18.48,16.5,0.68,-30.95,-6.00,-40.30,-54.36,1.74,5.74,5.83,7.84,option_451.png
35,45,1,0.35,0.43,3.5,1,1,13.83,17.73,25.42,0.82,-25.57,-9.82,-8.03,-44.97,2.28,6.44,6.21,7.6,option_452.png
45,45,1,0.35,0.43,3.5,1,1,14.89,21.51,33.7,0.97,-19.86,9.41,21.92,-34.90,3.37,5.37,6.31,7.21,option_453.png
25,25,2,0.35,0.43,3.5,1,1,10.9,14.96,10.05,0.1,-41.33,-23.91,-63.64,-93.29,0.29,3.46,3.52,3.47,option_454.png
35,25,2,0.35,0.43,3.5,1,1,11.24,15.64,14.32,0.13,-39.50,-20.45,-48.19,-91.28,0.41,3.08,3.16,3.13,option_455.png
45,25,2,0.35,0.43,3.5,1,1,12.47,15.27,18.53,0.17,-32.88,-22.33,-32.96,-88.59,0.45,2.93,3.14,2.95,option_456.png
25,35,2,0.35,0.43,3.5,1,1,10.76,14.9,10.68,0.1,-42.09,-24.21,-61.36,-93.29,0.32,3.16,3.31,3.17,option_457.png
35,35,2,0.35,0.43,3.5,1,1,11.26,15.44,15.05,0.13,-39.40,-21.46,-45.55,-91.28,0.41,3.01,3.12,3.03,option_458.png
45,35,2,0.35,0.43,3.5,1,1,12.2,15.62,19.37,0.17,-34.34,-20.55,-29.92,-88.59,0.46,2.79,3.07,2.85,option_459.png
25,45,2,0.35,0.43,3.5,1,1,10.82,14.25,11.33,0.1,-41.77,-27.52,-59.01,-93.29,0.34,3.14,3.2,3.17,option_460.png
35,45,2,0.35,0.43,3.5,1,1,11.44,15.32,15.68,0.14,-38.43,-22.08,-43.27,-90.60,0.42,3.03,3.13,3.05,option_461.png
45,45,2,0.35,0.43,3.5,1,1,12.53,15.52,19.99,0.17,-32.56,-21.06,-27.68,-88.59,0.47,2.89,3.04,2.95,option_462.png
25,25,0,0.45,0.53,3.5,1,1,15.48,18.74,28.26,1.52,-16.68,-4.68,2.24,2.01,3.78,10.13,10.15,12.11,option_463.png
35,25,0,0.45,0.53,3.5,1,1,17.12,22.81,39.56,2.11,-7.86,16.02,43.13,41.61,6.19,11.54,11.37,13.78,option_464.png
45,25,0,0.45,0.53,3.5,1,1,19.39,23.39,48.24,2.73,4.36,18.97,74.53,83.22,9.43,14.43,14.28,16.18,option_465.png
25,35,0,0.45,0.53,3.5,1,1,15.6,19.06,29.64,1.58,-16.04,-3.05,7.24,6.04,4.05,9.76,10.06,12.39,option_466.png
35,35,0,0.45,0.53,3.5,1,1,17.2,22.74,40.57,2.16,-7.43,15.67,46.78,44.97,6.68,11.62,11.46,13.9,option_467.png
45,35,0,0.45,0.53,3.5,1,1,20.45,23.47,49.27,2.78,10.06,19.38,78.26,86.58,9.94,15.32,14.04,17.42,option_468.png
25,45,0,0.45,0.53,3.5,1,1,15.64,19.09,30.74,1.63,-15.82,-2.90,11.22,9.40,4.39,9.7,10,12.23,option_469.png
35,45,0,0.45,0.53,3.5,1,1,17.41,22.3,41.39,2.22,-6.30,13.43,49.75,48.99,7.17,11.86,11.4,13.05,option_470.png
45,45,0,0.45,0.53,3.5,1,1,19.64,24.08,49.94,2.84,5.71,22.48,80.68,90.60,10.57,14.65,13.98,17.61,option_471.png
25,25,1,0.45,0.53,3.5,1,1,13.83,17.21,20.64,0.77,-25.57,-12.46,-25.33,-48.32,2.52,7.92,8.84,9.58,option_472.png
35,25,1,0.45,0.53,3.5,1,1,14.84,18.66,31.61,0.94,-20.13,-5.09,14.36,-36.91,3.72,8.6,8.63,9.39,option_473.png
45,25,1,0.45,0.53,3.5,1,1,16.29,21.48,40.66,1.13,-12.33,9.26,47.11,-24.16,5.01,9.01,9.42,9.57,option_474.png
25,35,1,0.45,0.53,3.5,1,1,13.91,17.66,22.21,0.81,-25.13,-10.17,-19.65,-45.64,2.74,8,8.65,9.62,option_475.png
35,35,1,0.45,0.53,3.5,1,1,14.87,20.39,32.98,1,-19.97,3.71,19.32,-32.89,3.97,8.6,8.2,9.61,option_476.png
45,35,1,0.45,0.53,3.5,1,1,16.36,21.76,41.79,1.17,-11.95,10.68,51.19,-21.48,5.42,8.9,9.29,9.87,option_477.png
25,45,1,0.45,0.53,3.5,1,1,14.01,18.2,23.5,0.87,-24.60,-7.43,-14.98,-41.61,3.04,7.42,8.18,9.65,option_478.png
35,45,1,0.45,0.53,3.5,1,1,15.09,21.4,33.98,1.05,-18.78,8.85,22.94,-29.53,4.28,8.09,8.23,9.83,option_479.png
45,45,1,0.45,0.53,3.5,1,1,16.22,22.37,42.61,1.23,-12.70,13.78,54.16,-17.45,5.9,8.79,8.6,9.91,option_480.png
25,25,2,0.45,0.53,3.5,1,1,11.17,15.21,12.88,0.19,-39.88,-22.63,-53.40,-87.25,0.39,3.93,3.85,4.05,option_481.png
35,25,2,0.45,0.53,3.5,1,1,11.45,16.01,18.22,0.29,-38.37,-18.57,-34.08,-80.54,0.45,3.29,3.58,3.36,option_482.png
45,25,2,0.45,0.53,3.5,1,1,12.35,14.65,23.26,0.38,-33.53,-25.48,-15.85,-74.50,0.56,3.95,3.53,4.03,option_483.png
25,35,2,0.45,0.53,3.5,1,1,11.19,14.56,13.76,0.2,-39.77,-25.94,-50.22,-86.58,0.4,3.85,3.87,3.86,option_484.png
35,35,2,0.45,0.53,3.5,1,1,11.53,14.92,18.99,0.29,-37.94,-24.11,-31.30,-80.54,0.48,3.39,3.52,3.87,option_485.png
45,35,2,0.45,0.53,3.5,1,1,12.54,15.2,24.03,0.39,-32.51,-22.69,-13.06,-73.83,0.61,3.49,3.49,3.56,option_486.png
25,45,2,0.45,0.53,3.5,1,1,11.17,14.61,14.55,0.21,-39.88,-25.69,-47.36,-85.91,0.41,3.5,3.6,3.64,option_487.png
35,45,2,0.45,0.53,3.5,1,1,11.72,15.68,19.67,0.29,-36.92,-20.24,-28.84,-80.54,0.51,3.26,3.45,3.29,option_488.png
45,45,2,0.45,0.53,3.5,1,1,12.64,15,24.75,0.4,-31.97,-23.70,-10.46,-73.15,0.64,3.55,3.6,3.39,option_489.png
